Price,District,City,Town,Type,EnergyCertificate,Floor,Lift,Parking,HasParking,ConstructionYear,TotalArea,GrossArea,PublishDate,Garage,Elevator,ElectricCarsCharging,TotalRooms,NumberOfBedrooms,NumberOfWC,ConservationStatus,LivingArea,LotSize,BuiltArea,NumberOfBathrooms
415000.0,Faro,Tavira,Conceição e Cabanas de Tavira,Duplex,C,2nd Floor,False,1.0,True,2005.0,214.0,,,,,,3.0,,,,131.0,,,2.0
285000.0,Lisboa,Oeiras,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",Store,C,,False,0.0,False,,188.0,,,,,,,,,,,,,0.0
145000.0,Setúbal,Seixal,Corroios,Apartment,D,1st Floor,False,0.0,False,1972.0,41.0,,,,,,1.0,,,,41.0,,,2.0
56000.0,Faro,Silves,São Bartolomeu de Messines,Land,NC,,False,0.0,False,,9760.0,,,,,,,,,,,,,0.0
5000.0,Santarém,Mação,Envendos,Land,NC,,,0.0,,,9080.0,,,False,False,False,,,0.0,,9080.0,9080.0,,0.0
40000.0,Lisboa,Cascais,Cascais e Estoril,Apartment,NC,1st Floor,True,0.0,False,2009.0,42.0,,,,,,1.0,,,,40.0,,,1.0
80000.0,Coimbra,Cantanhede,Tocha,House,NC,,False,0.0,False,1937.0,1835.0,95.0,,,,,3.0,,,,60.0,,,0.0
2700000.0,Setúbal,Grândola,Carvalhal,House,A,,False,3.0,True,,1943.0,266.0,,,,,4.0,,,,188.0,,,4.0
498000.0,Lisboa,Lisboa,Campolide,Apartment,C,,,0.0,,1969.0,122.0,,,False,True,False,4.0,3.0,0.0,,99.0,,136.48,2.0
170000.0,Lisboa,Lisboa,São Vicente,Apartment,D,Ground Floor,False,0.0,False,1950.0,100.0,,,,,,1.0,,,,38.0,,,1.0
1000000.0,Évora,Portel,Portel,Warehouse,NC,,,0.0,,1964.0,1278.0,,,False,False,False,,,0.0,Needs renovation,,4495.0,,0.0
2000000.0,Lisboa,Cascais,Cascais e Estoril,Apartment,A,,,0.0,,2023.0,175.0,,,True,True,False,4.0,3.0,1.0,,158.0,,311.75,4.0
95000.0,Coimbra,Cantanhede,Febres,Other - Commercial,C,,False,0.0,False,1958.0,210.0,,,,,,,,,,,,,0.0
999000.0,Porto,Matosinhos,Matosinhos e Leça da Palmeira,Apartment,B,,,1.0,,,192.0,,,False,True,True,,4.0,1.0,,165.0,12354.0,192.65,4.0
224000.0,Lisboa,Lisboa,Misericórdia,Apartment,C,Basement Level,False,0.0,False,1951.0,45.0,,,,,,1.0,,,,39.0,,,1.0
210000.0,Viana do Castelo,Viana do Castelo,Viana do Castelo (Santa Maria Maior e Monserrate) e Meadela,Apartment,C,,,0.0,,1983.0,106.0,,,True,True,False,,3.0,0.0,,106.0,,137.0,2.0
510000.0,Setúbal,Alcochete,Alcochete,House,B,,,1.0,,2008.0,168.0,,,False,False,False,3.0,3.0,0.0,,144.0,0.0,280.85,4.0
620000.0,Setúbal,Setúbal,São Sebastião,Apartment,A,,,0.0,,2024.0,353.0,,,True,True,True,5.0,4.0,0.0,,165.0,,,3.0
397500.0,Braga,Braga,"Merelim (São Paio), Panoias e Parada de Tibães",House,B,,,0.0,,2000.0,202.0,,,True,False,False,,4.0,3.0,,162.0,397.0,202.0,6.0
194500.0,Porto,Gondomar,"Gondomar (São Cosme), Valbom e Jovim",Apartment,F,1st Floor,True,1.0,True,1996.0,117.0,148.0,,,,,2.0,,,,148.0,,,1.0
159900.0,Setúbal,Moita,Moita,Apartment,C,Ground Floor,False,0.0,False,1990.0,84.0,,,,,,2.0,,,,84.0,,,1.0
350000.0,Lisboa,Sintra,Cacém e São Marcos,Land,NC,,False,0.0,False,,1200.0,,,,,,,,,,,,,0.0
310000.0,Setúbal,Setúbal,"Setúbal (São Julião, Nossa Senhora da Anunciada e Santa Maria da Graça)",Store,E,Ground Floor,False,0.0,False,,143.0,143.0,,,,,,,,,,,,2.0
220000.0,Leiria,Leiria,"Leiria, Pousos, Barreira e Cortes",Apartment,NC,Ground Floor,False,0.0,False,,53.0,,,,,,1.0,,,,53.0,,,1.0
249500.0,Faro,Vila Real de Santo António,Vila Real de Santo António,Apartment,A,2nd Floor,True,0.0,False,2019.0,80.0,,,,,,2.0,,,,72.0,,,2.0
804500.0,Porto,Porto,Paranhos,Apartment,C,Duplex,True,2.0,True,2006.0,282.0,389.0,,,,,5.0,,,,190.0,,,4.0
198000.0,Coimbra,Coimbra,Santo António dos Olivais,Apartment,D,3rd Floor,True,0.0,False,1981.0,88.0,,,,,,2.0,,,,85.0,,,1.0
355000.0,Aveiro,Aveiro,Esgueira,Apartment,A,5th Floor,True,2.0,True,2023.0,98.0,,,,,,2.0,,,,73.0,,,2.0
990000.0,Lisboa,Oeiras,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",House,F,,False,1.0,True,,322.0,231.0,,,,,5.0,,,,157.0,,,3.0
850000.0,Lisboa,Lisboa,Misericórdia,Building,D,,False,0.0,False,1951.0,265.0,,,,,,5.0,,,,244.0,,,5.0
650000.0,Porto,Vila Nova de Gaia,Canidelo,Apartment,A,2nd Floor,True,2.0,True,2022.0,155.0,155.0,,,,,2.0,,,,119.0,,,3.0
525000.0,Setúbal,Montijo,Montijo e Afonsoeiro,Apartment,A,1st Floor,True,2.0,True,,179.0,,,,,,4.0,,,,165.0,,,3.0
68000.0,Viana do Castelo,Ponte da Barca,Vila Chã (São João Baptista e Santiago),House,F,,,0.0,,2007.0,186.0,,,False,False,False,4.0,3.0,0.0,Used,186.0,746.0,372.0,0.0
60000.0,Évora,Viana do Alentejo,Viana do Alentejo,House,F,,,0.0,,1937.0,88.0,,2024-09-30 09:30:32.200,False,False,False,,1.0,0.0,,88.0,155.0,106.0,1.0
35000.0,Porto,Penafiel,Penafiel,House,NC,,False,0.0,False,1937.0,165.0,,,,,,1.0,,,,13.0,,,1.0
400000.0,Braga,Braga,Merelim (São Pedro) e Frossos,House,A,,,1.0,,2024.0,168.0,,,False,False,True,4.0,3.0,1.0,,168.0,252.0,252.0,3.0
995000.0,Lisboa,Cascais,Cascais e Estoril,Apartment,NC,Ground Floor,True,3.0,True,,0.0,276.0,,,,,2.0,,,,113.0,,,2.0
350000.0,Setúbal,Seixal,"Seixal, Arrentela e Aldeia de Paio Pires",Apartment,A+,2nd Floor,False,1.0,True,2021.0,112.0,,,,,,3.0,,,,112.0,,,2.0
1850000.0,Faro,Albufeira,Albufeira e Olhos de Água,House,B-,,,0.0,,2015.0,540.0,,2024-08-02 14:50:04.727,True,False,False,,5.0,,Like new,507.0,,,7.0
250000.0,Lisboa,Cascais,Alcabideche,Apartment,C,1st Floor,False,0.0,False,1974.0,65.0,,,,,,1.0,,,,60.0,,,1.0
140000.0,Setúbal,Palmela,Poceirão e Marateca,Land,NC,,False,0.0,False,,13000.0,,,,,,,,,,,,,0.0
49500.0,Aveiro,Santa Maria da Feira,São Miguel do Souto e Mosteirô,Land,NC,,,0.0,,,,,,False,False,False,,,0.0,,,2180.0,,0.0
222000.0,Santarém,Sardoal,Sardoal,House,E,,,0.0,,1988.0,227.0,,,True,False,False,6.0,5.0,0.0,,193.0,403.0,249.0,2.0
6500.0,Castelo Branco,Castelo Branco,Castelo Branco,Land,NC,,,0.0,,1986.0,2680.0,,,False,False,False,,,0.0,,,2680.0,,0.0
275000.0,Lisboa,Sintra,São João das Lampas e Terrugem,Land,NC,,False,0.0,False,,2280.0,,,,,,,,,,,,,0.0
220000.0,Lisboa,Amadora,Águas Livres,Apartment,D,,,0.0,,1959.0,66.0,,2024-10-18 15:35:53.237,False,False,False,3.0,2.0,,,55.0,,66.15,1.0
655000.0,Lisboa,Lisboa,Campolide,Apartment,A,1st Floor,True,1.0,True,2023.0,88.0,,,,,,1.0,,,,88.0,,,1.0
135000.0,Porto,Felgueiras,Aião,House,F,,,1.0,,1937.0,169.0,,,False,False,False,,2.0,0.0,,169.0,1455.0,,1.0
1270000.0,Porto,Porto,Lordelo do Ouro e Massarelos,Apartment,A,,,0.0,,,168.0,,2024-09-13 10:31:55.680,True,True,True,5.0,3.0,,New,168.0,,,4.0
330000.0,Setúbal,Sesimbra,Quinta do Conde,House,B-,,False,1.0,True,1989.0,250.0,,,,,,3.0,,,,218.0,,,2.0
330000.0,Porto,Porto,Campanhã,House,D,,,0.0,,1997.0,141.0,,,False,False,False,4.0,3.0,1.0,Good condition,141.0,142.0,,2.0
495000.0,Lisboa,Oeiras,"Algés, Linda-a-Velha e Cruz Quebrada-Dafundo",Apartment,NC,6th Floor,True,2.0,True,,112.0,150.0,,,,,2.0,,,,90.0,,,3.0
45000.0,Coimbra,Miranda do Corvo,Miranda do Corvo,House,NC,,,0.0,,1937.0,60.0,,,False,False,False,4.0,3.0,1.0,Reasonable,128.0,,,2.0
191000.0,Braga,Fafe,Antime e Silvares (São Clemente),House,E,,False,0.0,False,1984.0,194.0,,,,,,2.0,,,,64.0,,,1.0
14990.0,Santarém,Cartaxo,Ereira e Lapa,Land,NC,,,0.0,,,9760.0,,2024-07-03 16:54:53.870,False,False,False,,,0.0,,,9760.0,,0.0
125000.0,Aveiro,Anadia,"Amoreira da Gândara, Paredes do Bairro e Ancas",Land,NC,,,0.0,,,3120.0,,,False,False,False,,,0.0,,3120.0,3120.0,3120.0,0.0
309000.0,Coimbra,Condeixa-a-Nova,Condeixa-a-Velha e Condeixa-a-Nova,Apartment,B,Top Floor,True,1.0,True,,110.0,,,,,,3.0,,,,217.0,,,2.0
24000.0,Guarda,Guarda,Gonçalo,House,NC,,False,0.0,False,1937.0,45.0,90.0,,,,,3.0,,,,45.0,,,0.0
600000.0,Braga,Póvoa de Lanhoso,São João de Rei,Farm,NC,,False,1.0,True,1957.0,51666.0,,,,,,,,,,90.0,,,0.0
135000.0,Coimbra,Oliveira do Hospital,Santa Ovaia e Vila Pouca da Beira,Farm,NC,,,0.0,,1986.0,50.0,,,False,False,False,2.0,1.0,1.0,,50.0,11591.0,,1.0
320000.0,Aveiro,Ílhavo,Gafanha da Nazaré,House,A,,,0.0,,2024.0,178.0,,2024-03-18 15:58:33.870,True,False,False,,3.0,,New,160.0,233.0,196.0,3.0
240000.0,Bragança,Mogadouro,"Mogadouro, Valverde, Vale de Porco e Vilar de Rei",House,NC,,False,0.0,False,1937.0,702.0,,,,,,14.0,,,,550.0,,,6.0
165000.0,Braga,Vila Nova de Famalicão,Vermoim,House,NC,,False,0.0,False,1975.0,607.0,58.0,,,,,6.0,,,,58.0,,,3.0
87500.0,Porto,Trofa,Alvarelhos e Guidões,House,A,,False,0.0,False,1950.0,863.0,,,,,,3.0,,,,64.0,,,1.0
368500.0,Braga,Esposende,Apúlia e Fão,Apartment,A,1st Floor,False,2.0,True,2013.0,120.0,173.0,,,,,3.0,,,,120.0,,,2.0
280000.0,Lisboa,Lourinhã,Lourinhã e Atalaia,Apartment,A,1st Floor,True,1.0,True,2023.0,126.0,,,,,,2.0,,,,83.0,,,2.0
49000.0,Leiria,Leiria,Arrabal,Land,NC,,,0.0,,,,,,False,False,False,,,0.0,,,1600.0,,0.0
79999.0,Castelo Branco,Fundão,Vale de Prazeres e Mata da Rainha,Farm,NC,,False,2.0,True,,25340.0,,,,,,,,,,,,,0.0
15000.0,Aveiro,Oliveira de Azeméis,São Roque,Land,NC,,,0.0,,,,,2023-05-23 14:45:00.627,False,False,False,,,0.0,,195.0,427.0,,0.0
130000.0,Setúbal,Seixal,Corroios,Land,NC,,,1.0,,,,,,False,False,False,,,0.0,,,340.0,,0.0
850000.0,Coimbra,Penacova,Penacova,Land,NC,,False,0.0,False,,50000.0,,,,,,0.0,,,,50000.0,,,0.0
85000.0,Coimbra,Vila Nova de Poiares,Arrifana,House,F,,,0.0,,1996.0,130.0,,2024-09-19 13:23:14.473,True,False,False,,4.0,0.0,,120.0,,,2.0
210000.0,Porto,Porto,"Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória",House,B-,,False,1.0,True,2022.0,49.0,60.0,,,,,0.0,,,,49.0,,,1.0
98000.0,Santarém,Ferreira do Zêzere,Ferreira do Zêzere,Apartment,F,,,0.0,,1998.0,71.0,,2024-10-05 10:11:23.267,False,False,False,,2.0,1.0,,71.0,,,1.0
215000.0,Coimbra,Vila Nova de Poiares,Poiares (Santo André),Duplex,NC,,,0.0,,2024.0,94.0,,2024-04-12 15:55:31.933,True,True,False,,3.0,,,161.0,,,
87000.0,Coimbra,Miranda do Corvo,Miranda do Corvo,Land,NC,,False,0.0,False,,1800.0,,,,,,,,,,,,,0.0
170000.0,Coimbra,Coimbra,Santo António dos Olivais,House,E,,,0.0,,1941.0,49.0,,2024-05-17 14:27:48.157,False,False,False,4.0,2.0,0.0,Good condition,57.0,35.0,,1.0
3650000.0,Lisboa,Vila Franca de Xira,Alverca do Ribatejo e Sobralinho,Land,NC,,False,0.0,False,,36276.0,,,,,,21.0,,,,0.0,,,0.0
30000.0,Viana do Castelo,Monção,"Messegães, Valadares e Sá",Land,NC,,,0.0,,,,,,False,False,False,,,0.0,,,1316.0,,0.0
235000.0,Lisboa,Lisboa,Santa Maria Maior,Store,D,,,0.0,,1950.0,48.0,,2024-03-19 13:43:31.710,False,False,False,2.0,1.0,1.0,Good condition,45.0,,64.1,1.0
229500.0,Aveiro,Ílhavo,São Salvador,Apartment,NC,,,1.0,,2023.0,73.0,,,False,True,False,3.0,2.0,0.0,New,73.0,,,2.0
130000.0,Santarém,Benavente,Santo Estevão,Land,NC,,False,0.0,False,,20540.0,20540.0,,,,,0.0,,,,20540.0,,,0.0
1900000.0,Lisboa,Cascais,Cascais e Estoril,Land,NC,,False,0.0,False,,6920.0,,,,,,,,,,,,,
145000.0,Vila Real,Chaves,Santa Maria Maior,Apartment,B-,2nd Floor,False,0.0,False,2023.0,52.0,,,,,,1.0,,,,52.0,,,1.0
910000.0,Setúbal,Barreiro,Barreiro e Lavradio,Apartment,A+,,,1.0,,,230.0,,2024-03-26 17:18:54.270,False,True,False,,4.0,,New,185.0,,316.2,
15000.0,Faro,Albufeira,Albufeira e Olhos de Água,Apartment,NC,,,1.0,,1993.0,83.0,,2024-05-17 14:58:09.680,False,False,False,,2.0,,,83.0,,,2.0
200000.0,Leiria,Pombal,Redinha,House,E,,,1.0,,1950.0,242.0,,2024-05-21 16:10:11.117,False,False,False,,5.0,,Used,217.0,656.0,342.0,3.0
1500.0,Coimbra,Vila Nova de Poiares,Arrifana,Land,NC,,False,0.0,False,,780.0,,,,,,,,,,,,,0.0
209900.0,Braga,Póvoa de Lanhoso,Rendufinho,House,NC,,False,1.0,True,1937.0,4697.0,,,,,,5.0,,,,243.0,,,3.0
50000.0,Guarda,Pinhel,Pinhel,Land,NC,,,0.0,,,950.0,,,False,False,False,,0.0,0.0,,950.0,950.0,950.0,0.0
280000.0,Lisboa,Lisboa,Ajuda,Apartment,C,2nd Floor,True,0.0,False,1963.0,68.0,,,,,,2.0,,,,54.0,,,1.0
80000.0,Santarém,Tomar,Tomar (São João Baptista) e Santa Maria dos Olivais,House,NC,,,1.0,,2015.0,6000.0,,2022-05-31 17:03:05.303,False,False,False,,2.0,0.0,,165.0,,,0.0
69000.0,Beja,Aljustrel,Ervidel,House,E,,False,0.0,False,1951.0,88.0,,,,,,3.0,,,,0.0,,,1.0
150000.0,Braga,Cabeceiras de Basto,Cavez,Land,NC,,False,0.0,False,,9890.0,,,,,,,,,,,,,0.0
129000.0,Lisboa,Sobral de Monte Agraço,Sobral de Monte Agraço,House,F,,False,0.0,False,1951.0,418.0,,,,,,2.0,,,,95.0,,,1.0
149000.0,Setúbal,Seixal,Amora,Apartment,E,Ground Floor,False,0.0,False,1985.0,70.0,,,,,,2.0,,,,70.0,,,1.0
86000.0,Coimbra,Soure,Alfarelos,Apartment,D,Ground Floor,False,1.0,True,2005.0,88.0,,,,,,1.0,,,,72.0,,,1.0
89900.0,Leiria,Alvaiázere,Maçãs de Dona Maria,House,F,,False,3.0,True,1948.0,191.0,,,,,,9.0,,,,138.0,,,2.0
120000.0,Setúbal,Almada,Caparica e Trafaria,Land,NC,,,0.0,,,,,2024-10-08 18:35:32.757,False,False,False,,,0.0,,,475.0,,0.0
160000.0,Leiria,Pombal,Pombal,Other - Commercial,B-,Ground Floor,False,3.0,True,,725.0,,,,,,,,,,,,,3.0
875000.0,Lisboa,Cascais,Alcabideche,Apartment,B-,Ground Floor,False,3.0,True,2006.0,127.0,175.0,,,,,3.0,,,,127.0,,,3.0
340000.0,Setúbal,Montijo,Montijo e Afonsoeiro,Apartment,C,4th Floor,True,2.0,True,2009.0,211.0,316.0,,,,,4.0,,,,199.0,,,4.0
186000.0,Portalegre,Crato,Gáfete,House,C,,,0.0,,1970.0,165.0,,,False,False,False,5.0,3.0,0.0,,130.0,281.0,165.0,3.0
700000.0,Leiria,Peniche,Ferrel,House,A+,,False,1.0,True,,159.0,,,,,,3.0,,,,105.0,,,3.0
65000.0,Lisboa,Amadora,Águas Livres,Transfer of lease,C,,False,0.0,False,,93.0,,,,,,,,,,46.0,,,2.0
210000.0,Aveiro,Águeda,Valongo do Vouga,House,E,,,0.0,,1978.0,334.0,,,True,False,False,17.0,4.0,0.0,,263.0,481.0,609.9,3.0
685000.0,Lisboa,Lisboa,Alvalade,Apartment,C,,,0.0,,1949.0,165.0,,2024-10-07 14:26:40.983,False,False,False,5.0,3.0,1.0,,148.0,,165.0,2.0
175000.0,Lisboa,Sintra,Algueirão-Mem Martins,Apartment,D,1st Floor,False,1.0,True,1978.0,74.0,,,,,,2.0,,,,69.0,,,1.0
280000.0,Lisboa,Lisboa,Benfica,Apartment,C,3rd Floor,True,0.0,False,1966.0,64.0,,,,,,2.0,,,,64.0,,,1.0
184000.0,Bragança,Bragança,"Sé, Santa Maria e Meixedo",Apartment,A,,,1.0,,,142.0,,2024-10-04 09:29:55.943,False,True,False,6.0,3.0,,New,135.0,296.0,,2.0
265000.0,Beja,Aljustrel,São João de Negrilhos,House,F,,,1.0,,1964.0,378.0,,2024-09-04 10:50:23.833,False,False,False,9.0,8.0,0.0,Needs renovation,204.0,1360.0,,1.0
90000.0,Lisboa,Lisboa,Lumiar,Store,C,,,0.0,,,20.0,,,False,False,False,,,0.0,,,,,0.0
75000.0,Porto,Paredes,Louredo,Land,NC,,False,0.0,False,1982.0,6900.0,6900.0,,,,,0.0,,,,6900.0,,,0.0
46000.0,Aveiro,Santa Maria da Feira,Milheirós de Poiares,Land,NC,,,0.0,,,665.0,,,False,False,False,,,0.0,,,665.0,,0.0
234000.0,Setúbal,Montijo,Montijo e Afonsoeiro,Apartment,E,,,0.0,,2001.0,106.0,,2024-03-27 13:01:29.927,False,False,False,4.0,3.0,,Good condition,92.0,231.0,118.63,2.0
86150.0,Aveiro,Oliveira do Bairro,Oliveira do Bairro,Land,NC,,False,0.0,False,,360.0,,,,,,,,,,,,,0.0
520000.0,Braga,Vila Verde,Vila de Prado,House,A+,,,0.0,,2023.0,350.0,,,True,False,True,,3.0,4.0,,280.0,918.0,,4.0
278000.0,Porto,Vila Nova de Gaia,Canelas,Apartment,C,1st Floor,True,1.0,True,2002.0,116.0,,,,,,3.0,,,,157.0,,,2.0
130000.0,Lisboa,Cadaval,Lamas e Cercal,Land,NC,,False,0.0,False,,9240.0,9240.0,,,,,,,,,9240.0,,,0.0
295000.0,Lisboa,Loures,"Camarate, Unhos e Apelação",Apartment,NC,2nd Floor,True,0.0,False,2005.0,396.0,,,,,,3.0,,,,108.0,,,2.0
130000.0,Leiria,Ansião,Ansião,Apartment,NC,,,1.0,,2024.0,52.0,,,False,False,False,,1.0,0.0,,52.0,,,0.0
290000.0,Lisboa,Lisboa,Olivais,Apartment,C,,,0.0,,1987.0,57.0,,,False,False,False,,2.0,0.0,,51.0,,62.0,2.0
25000.0,Santarém,Abrantes,Abrantes (São Vicente e São João) e Alferrarede,Land,NC,,,0.0,,,350.0,,,False,False,False,,,0.0,,,350.0,,0.0
160000.0,Coimbra,Mira,Praia de Mira,House,F,,,0.0,,1937.0,170.0,,,False,False,False,6.0,5.0,2.0,,170.0,,,2.0
1680000.0,Lisboa,Lisboa,Benfica,Apartment,A+,2nd Floor,True,3.0,True,2023.0,227.0,358.0,,,,,4.0,,,,201.0,,,5.0
247000.0,Lisboa,Lisboa,Misericórdia,Apartment,C,3rd Floor,True,0.0,False,2016.0,34.0,,,,,,0.0,,,,26.0,,,1.0
110000.0,Setúbal,Palmela,Pinhal Novo,Land,NC,,False,0.0,False,,476.0,476.0,,,,,,,,,,,,0.0
65000.0,Braga,Guimarães,Infantas,Land,NC,,,0.0,,,9036.0,,2024-02-29 18:15:07.773,False,False,False,,,0.0,,9036.0,9036.0,9036.0,0.0
550000.0,Lisboa,Lisboa,Penha de França,Apartment,D,,,1.0,,1999.0,131.0,,,False,True,False,4.0,3.0,0.0,,118.0,,,2.0
159900.0,Braga,Vila Nova de Famalicão,Avidos e Lagoa,Apartment,D,,,0.0,,2003.0,103.0,,,True,False,False,4.0,3.0,1.0,,103.0,,134.2,2.0
329000.0,Évora,Évora,Bacelo e Senhora da Saúde,House,D,,,0.0,,1967.0,113.0,,,True,False,False,,4.0,0.0,,200.0,140.0,172.0,3.0
130000.0,Leiria,Pombal,Pombal,Store,NC,,True,0.0,False,,75.0,,,,,,,,,,,,,0.0
28000.0,Guarda,Seia,"Seia, São Romão e Lapa dos Dinheiros",House,F,,False,0.0,False,1973.0,70.0,210.0,,,,,2.0,,,,70.0,,,1.0
217900.0,Porto,Porto,Paranhos,Apartment,A,,,0.0,,2024.0,53.0,,,True,True,False,,1.0,0.0,,53.0,,,1.0
698000.0,Lisboa,Loures,Santo António dos Cavaleiros e Frielas,Apartment,A,5th Floor,True,2.0,True,2015.0,216.0,176.0,,,,,3.0,,,,159.0,,,4.0
57500.0,Coimbra,Cantanhede,Cantanhede e Pocariça,Land,NC,,False,0.0,False,,3831.0,3831.0,,,,,,,,,3831.0,,,0.0
50000.0,Évora,Montemor-o-Novo,Ciborro,Garage,NC,,,0.0,,,77.0,,,True,False,False,,,0.0,,,168.0,,0.0
19000.0,Castelo Branco,Penamacor,Meimoa,Land,NC,,False,0.0,False,,7625.0,,,,,,,,,,,,,0.0
129900.0,Leiria,Alcobaça,Pataias e Martingança,Apartment,D,1st Floor,False,0.0,False,1992.0,83.0,,,,,,2.0,,,,83.0,,,1.0
149000.0,Braga,Vila Nova de Famalicão,Landim,Store,B,,False,0.0,False,2020.0,132.0,,,,,,,,,,,,,2.0
446000.0,Setúbal,Seixal,Fernão Ferro,House,A,,,1.0,,2024.0,165.0,,,False,False,True,5.0,4.0,1.0,,248.0,309.0,248.0,3.0
165000.0,Porto,Porto,Bonfim,Studio,NC,1st Floor,True,1.0,True,2023.0,30.0,,,,,,0.0,,,,30.0,,,1.0
189000.0,Lisboa,Arruda dos Vinhos,Arruda dos Vinhos,Apartment,E,Ground Floor,False,0.0,False,1983.0,86.0,126.0,,,,,2.0,,,,86.0,,,1.0
210000.0,Porto,Vila Nova de Gaia,Grijó e Sermonde,Land,NC,,False,0.0,False,,7300.0,,,,,,,,,,4955.0,,,0.0
425000.0,Viana do Castelo,Monção,Mazedo e Cortes,Land,NC,,False,0.0,False,,2030.0,,,,,,,,,,,,,0.0
16000.0,Guarda,Pinhel,Agregação das freguesias Sul de Pinhel,Other - Residential,NC,,,0.0,,,30.0,,,False,False,False,,,0.0,,50.0,60.0,60.0,0.0
600000.0,Lisboa,Lisboa,Arroios,Apartment,E,,,0.0,,1938.0,138.0,,,False,True,False,5.0,5.0,0.0,Used,124.0,0.0,160.45,2.0
60000.0,Porto,Santo Tirso,Monte Córdova,Land,NC,,False,0.0,False,,2400.0,,,,,,,,,,,,,0.0
320000.0,Aveiro,Ílhavo,Gafanha da Nazaré,House,A,,,0.0,,2024.0,178.0,,,True,False,False,,3.0,0.0,New,160.0,233.0,196.0,3.0
339000.0,Lisboa,Lisboa,Benfica,Apartment,C,2nd Floor,False,0.0,False,1956.0,68.0,,,,,,2.0,,,,67.0,,,1.0
448000.0,Setúbal,Setúbal,Azeitão (São Lourenço e São Simão),House,C,,,0.0,,2003.0,283.0,,2024-08-12 17:12:30.990,True,False,False,5.0,4.0,0.0,,224.0,487.0,283.0,3.0
305000.0,Évora,Viana do Alentejo,Alcáçovas,House,C,,False,1.0,True,2005.0,540.0,,,,,,5.0,,,,220.0,,,3.0
284900.0,Lisboa,Cascais,Carcavelos e Parede,Apartment,C,1st Floor,True,1.0,True,2001.0,45.0,51.0,,,,,1.0,,,,51.0,,,1.0
213000.0,Porto,Marco de Canaveses,Marco,Land,NC,,False,0.0,False,2013.0,675.0,,,,,,0.0,,,,3375.0,,,
315900.0,Braga,Fafe,Fafe,Apartment,A+,4th Floor,True,1.0,True,,211.0,,,,,,3.0,,,,183.0,,,0.0
43000.0,Lisboa,Lourinhã,Lourinhã e Atalaia,Land,NC,,False,0.0,False,2002.0,146.0,279.0,,,,,,,,,107.0,,,0.0
640000.0,Lisboa,Lisboa,Parque das Nações,Warehouse,NC,,,0.0,,1998.0,584.0,,,False,False,False,1.0,,1.0,,580.0,584.0,584.0,1.0
162000.0,Coimbra,Oliveira do Hospital,Nogueira do Cravo,House,F,,False,1.0,True,1996.0,572.0,,,,,,3.0,,,,152.0,,,3.0
230000.0,Viana do Castelo,Ponte da Barca,"Ponte da Barca, Vila Nova de Muía e Paço Vedro de Magalhães",Apartment,A,1st Floor,False,1.0,True,2023.0,962.0,156.0,,,,,2.0,,,,122.0,,,0.0
110000.0,Évora,Mora,Pavia,Farm,F,,False,0.0,False,1979.0,24000.0,73.0,,,,,3.0,,,,51.0,,,0.0
890000.0,Porto,Vila Nova de Gaia,Santa Marinha e São Pedro da Afurada,Apartment,NC,Duplex,True,2.0,True,,116.0,129.0,,,,,3.0,,,,116.0,,,3.0
445000.0,Porto,Amarante,Mancelos,House,B,,False,2.0,True,1994.0,6000.0,289.0,,,,,4.0,,,,289.0,,,4.0
650000.0,Braga,Guimarães,Nespereira,House,B-,,,0.0,,2005.0,198.0,,2024-08-06 15:56:08.450,True,False,False,,3.0,,,198.0,15700.0,388.3,4.0
55000.0,Porto,Lousada,"Silvares, Pias, Nogueira e Alvarenga",House,NC,Ground Floor,False,0.0,False,1993.0,302.0,,,,,,3.0,,,,58.0,,,2.0
45000.0,Vila Real,Valpaços,Santa Valha,Land,NC,,,0.0,,,9920.0,,,False,False,False,,,0.0,,9920.0,9920.0,,0.0
145000.0,Leiria,Porto de Mós,Pedreiras,House,E,,,1.0,,1958.0,72.0,,2024-06-19 12:06:35.390,False,False,False,,2.0,1.0,,104.0,1111.0,,1.0
80000.0,Faro,Aljezur,Aljezur,Land,NC,,,0.0,,1983.0,43240.0,,,False,False,False,,,0.0,Used,,43240.0,,0.0
330000.0,Lisboa,Cascais,São Domingos de Rana,Apartment,C,3rd Floor,True,1.0,True,2000.0,75.0,87.0,,,,,2.0,,,,75.0,,,1.0
80000.0,Porto,Santo Tirso,Vila Nova do Campo,Land,NC,,False,0.0,False,,4502.0,,,,,,,,,,,,,0.0
850000.0,Faro,Olhão,Olhão,Building,C,,False,0.0,False,1988.0,78.0,141.0,,,,,,,,,141.0,,,4.0
49500.0,Coimbra,Vila Nova de Poiares,São Miguel de Poiares,House,NC,,,1.0,,1970.0,111.0,,,False,False,False,,0.0,0.0,Needs renovation,238.0,4427.0,,0.0
45000.0,Guarda,Seia,Sazes da Beira,Land,NC,,,0.0,,1937.0,68000.0,,,False,False,False,,,0.0,,,68000.0,,0.0
122500.0,Castelo Branco,Covilhã,Covilhã e Canhoso,Apartment,A,2nd Floor,True,0.0,False,,30.0,,,,,,0.0,,,,30.0,,,0.0
